First Last,First,Last,Company,Domain
Jørgen Bundgaard Hansen,Jørgen,Hansen,Fluidnet Corporation,www.ivenix.com
James Cardasis,James,Cardasis,Careforde Inc,www.careforde.com
Chip Ross,Chip,Ross,"Devon Medical, Inc.",www.devonmedicalproducts.com
Max Kanarsky,Max,Kanarsky,Multi Radiance Medical,www.multiradiance.com
Marc Richelsoph,Marc,Richelsoph,"Intelligent Implant Systems, LLC",www.intelligentimplantsystems.com
Michael Paukshto,Michael,Paukshto,Fibralign Corporation,www.fibralignbio.com
Ben Harrison,Ben,Harrison,"Jonas Paul Eyewear, LLC",www.jonaspauleyewear.com
Saket Bhatia,Saket,Bhatia,Theos Medical Systems,www.theosmedical.com
Jeff Daner,Jeff,Daner,Anutra Medical Inc.,www.anutramedical.com
Kristin Paris,Kristin,Paris,Dentsply Sirona Inc,www.dentsplysirona.com
Todd Eldredge,Todd,Eldredge,Cardiorisk Laboratories,www.cardiorisk.us
Drew Sunstein,Drew,Sunstein,"Sunrise Labs, Inc",www.sunriselabs.com
Don Gatherer,Don,Gatherer,Gatherer Systems,www.gatherersystems.com
Harith Rajagopalan,Harith,Rajagopalan,Fractyl Laboratories Inc.,www.fractyl.com
John Booth,John,Booth,Spineology Inc.,www.spineology.com
Mike Cataldo,Mike,Cataldo,"Convergent Dental, Inc.",www.convergentdental.com
Rao Bezwada,Rao,Bezwada,"Bezwada Biomedical, LLC",www.bezwadabiomedical.com
Paul Gudonis,Paul,Gudonis,Myomo Inc,www.myomo.com
Martin Alec Scruggs,Martin,Scruggs,M&S Biotics,www.msbiotics.com
Fred Dinger,,,Aerin Medical Inc.,www.aerinmedical.com
